7月27日电 27日，北京市住建委网站刊发关于放开我市住宅小区室内装饰装修活动的通告(以下简称通告)。通告指出，北京市全面放开住宅小区室内装饰装修活动。通告指出，相关工作按照《住宅室内装饰装修管理办法》(建设部令第110号)和《北京市环境噪声污染防治办法》(北京市人民政府令第181号)的有关规定执行。通告并称，进入住宅小区的装饰装修人员，按照北京市新冠肺炎疫情防控关于社区、小区出入管理的要求执行。,房产,北京：全面放开住宅小区室内装饰装修活动
东莞凌晨九条新政调控楼市：外地人停售三套房，住房3年限售7月25日凌晨零点，广东省东莞市住房和城乡建设局联合11个部门发布《关于进一步促进我市房地产市场平稳健康发展的通知》，通知发布9条新调控政策，其中重点包括：调整商品住房限购政策，非本市户籍居民家庭在本市购买第一套商品住房的(新建商品住房或二手商品住房，下同)，须提供2年内连续1年以上社保证明；购买第二套商品住房的，须提供3年内连续2年以上社保证明，暂停向其销售第三套商品住房。此外，通知规定，自本通知施行之日起在本市行政区域内购买的商品住房(以网签时间为准，含新建商品住房和二手住房)，须取得不动产权证满3年后方可交易转让。通知7月25日起立即执行。此前7月24日，中共中央政治局常委、国务院副总理韩正主持召开房地产工作座谈会，北京、上海、广州、深圳、南京、杭州、沈阳、成都、宁波、长沙等10个城市人民政府负责人参加座谈会。韩正强调，要全面落实城市政府主体责任，发现问题要快速反应和处置，及时采取有针对性的政策措施。关于进一步促进我市房地产市场平稳健康发展的通知为切实贯彻落实党中央、国务院决策部署，坚持“房子是用来住的，不是用来炒的”定位，进一步强化房地产市场调控城市主体责任，经市人民政府同意，现就相关事项通知如下：一、加大住宅用地和住房供应力度加大住宅用地供应力度，适当提高新增国有建设用地中住宅用地供应比例，优先满足住宅用地需要，缓解住房供需矛盾。积极创新体制机制，着力突破城市更新项目周期长、进展慢的瓶颈，增加住宅用地有效供应。加强住房区域协调和城乡统筹，促进区域轨道交通等基础设施互联互通和教育医疗等公共服务设施对接，引导人口和住房需求合理分布。协同推进稳地价稳房价稳预期，优化住宅用地差别化限地价出让方式。加大安居房配建力度。原则上要求新供应住宅用地项目、政府主导城市更新住宅项目配建不少于住宅计容建筑面积 10%的安居房，用于人才住房等用途。试点建设“三限房”，在房价较高的热点区域选取符合两规、条件成熟、配套完善的地块，建设“ 限地价、限房价、限购买人群”的住房项目。二、调整商品住房限购政策自本通知施行之日起，非本市户籍居民家庭在本市购买第一套商品住房的(新建商品住房或二手商品住房，下同)，须提供购房之日前2年内在本市逐月连续缴纳1年以上社会保险证明；购买第二套商品住房的，须提供购房之日起前3年内在本市逐月连续缴纳2年以上社会保险证明。非本市户籍居民家庭在本市行政区域内拥有2套及以上商品住房的，暂停向其销售商品住房。自本通知施行之日起，个人所得税缴纳证明不再作为购房资格审核材料。为做好与原有政策的衔接，在本通知施行之日前已连续缴纳个税满一年或两年的非本市户籍居民家庭，仍可按原政策规定购买首套或第二套商品住房。三、调整商品住房限转让年限自本通知施行之日起在本市行政区域内购买的商品住房(以网签时间为准，含新建商品住房和二手住房)，须取得不动产权证满3年后方可交易转让。四、调整住房公积金贷款政策对于异地缴存住房公积金的职工，在我市购房申请住房公积金贷款的，职工本人或其配偶须为本市户籍。五、加强商品住房价格监管密切监测商品住房销售价格，对于新建商品住房申报销售价格明显超出周边市场价格水平的，从土地成本、建安成本、 销售管理费用、税费、企业利润等方面进行全面核查，对定价超出行业公允水平又不能作出合理说明的，暂停核发预售许可证或暂不办理现售备案。六、规范房地产金融秩序继续严格执行差别化住房信贷政策，持续做好房地产金融风险防控各项工作，切实防范信贷资金违规流入房地产市场。强化房地产融资业务管理，将房地产贷款集中度过高和增速过快的银行列为重点监管对象。加强对银行等金融机构的监管，督促银行严格审核购房资金来源，严查严防挪用消费贷款及其他贷款用于购房。禁止非银行金融机构向个人提供购房贷款。严厉打击“高评高贷”行为，对参与“高评高贷”的评估机构、金融机构，依法依规追究相关机构和人员责任。七、规范房地产市场交易秩序加大联合查处力度，持续开展房地产市场秩序整顿工作，重点打击房地产领域捂盘惜售、价外加价、虚假宣传、恶意炒作、收“茶水费”等违法违规行为。对二手房市场操盘控价、抱团涨价、通过“阴阳合同”骗取贷款、将不具备交易转让条件的房源挂牌出售等恶意哄抬房价、扰乱市场秩序的行为从严查处。对相关参与机构、个人，依法依规采取约谈、暂停网签、停业整顿、取消从业资格、限制交易、列入个人征信不良记录等处理措施，涉嫌犯罪的移交司法机关处理。八、加大房地产信息公开力度进一步加强商品住房用地、房源、住房交易价格等信息公开，促进供需信息对接对称。定期发布全市已成交住宅用地的可售楼面单价平均数。适时公布存量房源和未来计划上市房源情况。定期公布全市各镇街(园区)新建商品住房和二手住房网签交易数据，适时公布各镇街(园区)有代表性的、成交活跃的二手房楼盘的网签交易信息，提高房价透明度，引导市场理性交易。九、加强宣传舆论引导加强房地产政策宣传解读工作，及时发布权威信息，回应社会关切。加强房地产信息发布规范管理，对虚假夸大、捏造散布不实言论、误导公众、违规发布房地产信息的行为，依法依规严肃处理。本通知自印发之日起施行，此前相关政策措施与本通知不一致的，以本通知为准。东莞市住房和城乡建设局东莞市不动产登记中心东莞市市场监督管理局东莞市互联网信息办公室东莞市住房公积金管理中心国家税务总局东莞市税务局中国人民银行东莞市中心支行中国银行保险监督管理委员会,房产,东莞出新政调控楼市：外地人停售三套房，住房3年限售
刘道伟作（新华社发）一名学生在家中上网课。 新华社记者 刘 磊摄作为打破时间、空间限制的新型教育方式，在线教育近年蓬勃发展。今年以来受疫情影响，用户需求更是迎来井喷式增长，天眼查数据显示，截至10月份，今年在线教育企业新增8.2万家。另据《中国互联网络发展状况统计报告》，截至3月，中国在线教育用户规模已达4.23亿，较2019年6月增长82%。面对发展机遇，在线教育行业内侵权现象也接踵而至。如何保证在线教育版权不受侵害？这一话题引人深思。盗版泛滥的“重灾区”官网价值3000元的外语课程，有些网店只卖“9块9”，通过网盘即可保存；来自不同机构的文字资料被整合进“学习包”，点开链接就能下载……如今，这些现象越来越普遍，成为部分商家或个人增加流量、吸引消费者的手段。不少人提出疑惑：线下生活中，私自复制书籍内容并对外兜售，是侵权行为；那么，线上未经许可传播课程、资料是否侵权？“在线教育课程中的视频、课件、文字内容等一般属于《著作权法》中所述的‘作品’或‘录音录像制品’，受到《著作权法》保护。”中伦律师事务所合伙人赵刚律师接受本报记者采访时表示，上述行为构成侵权。赵刚指出，除此之外，在线教育行业还存在更多侵权形式：抄袭其他机构编撰的题库或者真题解析，形成本机构在线教学的教辅材料；在教学视频中穿插具有版权的影视及音乐作品；主讲人使用原单位为其录制的视频授课……传播者利用他人原创作品谋取私利，侵犯原作者复制权、信息网络传播权、放映权等，损害原创内容作者的正当权益。业内人士认为，盗版一直是社会顽疾，在线教育则是盗版泛滥的“重灾区”，长此以往，会妨碍行业健康发展，不利于营造全社会尊重版权的氛围。破解软件让人防不胜防北京互联网法院日前举行“在线教育知识产权相关问题研讨会”，好未来教育集团总法律顾问魏嘉介绍，该集团在某电商平台投诉删除侵犯学而思网课版权的链接约1.5万条，封闭店铺274家，被清空全部商品的店铺有102家。无独有偶，专门从事软件操作教学的百问科技有限公司表示，自2011年开始提供收费视频教程以来，公司一直面临盗版挑战。该现象在二手交易平台上更猖獗，严重影响公司权益。相关人士分析，尽管各大机构、平台利用内容加密、防盗录插件等技术手段保护版权，但不乏盗版者受利益驱使，开发相应的破解软件，“道高一尺，魔高一丈”，让人防不胜防。北京市高级人民法院法官亓蕾说，随着网络环境日益开放，侵权者活动范围从电商平台、二手交易网站向微信朋友圈、QQ群拓展，还存在多次转手倒卖现象，察觉到侵权后，权利人无法直接向平台索取对方实名信息，不能明确被告。且由于侵权者删改网络内容极其便捷，给权利人取证留证造成困难。凡此种种都导致诉讼难以进行，助长了侵权之风。专家表示，在线教育是运用互联网、人工智能等现代信息技术进行教与学互动的新型教育方式，应当理性意识到，技术手段和网络环境助推在线教育驶入快车道，同时也成为滋生侵权现象的温床。合力对盗版内容说“不”尽管在线教育诞生、成长的沃土本身孕育了侵权，但行业内部仍可有所作为。赵刚表示，企业在版权局进行作品登记、完善技术手段，避免不法分子技术破解，只是强化版权保护意识的一部分。考虑到线上教育企业人员流动性较大、对版权保护认识程度不同，还应当加强人员管理，普及相关教育，并与录制课程的教师明确版权归属，将保护版权落细落实。2019年教育部等11个部门出台《关于促进在线教育健康发展的指导意见》，要求加强知识产权保护，依法严厉打击侵犯知识产权违法犯罪行为。今年，各地积极响应国家版权局、网信办、工信部、公安部等部门，陆续开展“剑网2020”专项行动，整治在线教育培训中存在的侵权盗版乱象，切断盗版网课的灰色产业链条，取得不错成效。北京市文化市场行政执法总队对两家公司未经许可、通过营利性在线教育平台传播人民教育出版社出版教材，作出行政处罚。扬州市文化市场综合执法支队掌握网络侵权线索6条，全部予以立案。各地法院检察院也积极推进在线教育侵权案件的审理、公诉，打击知识产权犯罪行为，对侵权行为予以处罚，发挥有力的震慑作用。专家认为，以往版权保卫战中，还有一支重要力量容易遭到忽视。有需求才有市场，部分消费者图价格便宜而使用盗版资源，客观上纵容侵权行为“肆意生长”。因此消费者有必要增强版权保护意识，通过正规途径购买在线教育产品，对盗版内容说“不”。随着各方共同发力，紧握维权大旗，在线教育侵权乱象有望得到大幅改善，还在线教育市场一片清朗。(责编：孙竞、熊旭),教育,在线教育需补上“版权课”
党的十九届五中全会提出：“加强基础研究、注重原始创新”。刚刚召开的中央经济工作会议强调：“要抓紧制定实施基础研究十年行动方案”。基础研究难度大、花费高、周期长，需要持续稳定的经费支持。习近平总书记在科学家座谈会上的重要讲话中指出：“要加大基础研究投入，首先是国家财政要加大投入力度，同时要引导企业和金融机构以适当形式加大支持，鼓励社会以捐赠和建立基金等方式多渠道投入”。优化投入结构，形成持续稳定投入机制，对于加强基础研究具有重要意义。加大国家财政投入力度。强大的基础研究是建设世界科技强国的基石。当前，新一轮科技革命和产业变革蓬勃兴起，世界主要发达国家普遍进行基础研究战略部署，全球科技竞争重心不断向基础研究转移。近年来，我国科技创新取得重大成就，但在基础研究领域与世界先进水平相比仍存在不小差距，需要奋起直追。加强基础研究，首先国家财政要加大投入力度，鼓励长期坚持和大胆探索，为建设科技强国夯实基础。党的十八大以来，我国出台了《关于深化中央财政科技计划（专项、基金等）管理改革的方案》等一系列重要改革方案，助力基础研究领域取得重大突破。面向未来，我们要进一步加大国家财政投入力度，对基础研究的重点领域给予更多倾斜。比如，对地方、市场和社会力量难以有效配置资源开展研究的基础科学领域加大国家财政投入力度；进一步加大支持力度和调整结构，实现自由探索类基础研究、目标导向类基础研究均衡发展；支持地方政府结合本地区经济社会发展需要加大对相关基础研究投入。引导企业和金融机构加大支持。企业是创新的主体。企业处于生产经营的第一线、市场竞争的主战场，直接面对国内国际市场的各种风险挑战，最了解产业发展的技术需求，善于找准与经济社会发展需求相对接的基础研究方向。这决定了企业在基础研究方面大有可为。加大基础研究投入，要鼓励和支持领军企业把开展基础研究、提高原始创新能力作为战略性任务，帮助具备条件的领军企业部署建设一批重点实验室，支持相关企业与高校、科研院所等共建研发机构和联合实验室，加强面向行业共性问题的研究。落实研发费用加计扣除等政策，探索联合资助等措施，激励相关企业加大基础研究投入，充分发挥企业在产学研深度融合中的作用。此外，金融机构也要贯彻落实国家关于加强基础研究的战略部署，从自身实际出发，进一步研究如何以适当形式加大对基础研究的支持。拓宽社会投入渠道。创新是一个复杂的社会系统工程，涉及经济社会各个领域，需要全社会共同支持。我们要引导社会各方面更加关心基础研究，鼓励社会以适当方式多渠道投入基础研究。比如，可积极鼓励社会各界以捐赠的方式加大对基础研究的投入，支持具有发展潜力的科技工作者、新型研发机构开展基础研究。又如，建立支持基础研究的基金，不断规范基金的运作方式，扩大基金的资金来源，为基础研究提供经费支持。再如，积极探索科研活动协同合作、众包众筹等新方式，吸引社会各类创新主体共同破解研究难题、共享创新成果。在基础研究方面不断拓宽社会投入渠道，不仅可以为基础研究提供经费支持，还可以在全社会营造重视基础研究、支持基础研究的良好氛围。（作者单位：中国人民大学马克思主义学院）(责编：孙竞、熊旭),教育,不断加大基础研究投入
基础研究是科技创新的源头。习近平总书记在科学家座谈会上强调：“我国面临的很多‘卡脖子’技术问题，根子是基础理论研究跟不上，源头和底层的东西没有搞清楚。”加强基础研究是一项重大而长期的任务，要加大投入，创造良好科研生态，建立健全科学评价体系和激励机制，持续不断做好基础研究人才培养工作。创新是引领发展的第一动力。“十三五”时期，我国创新型国家建设成果丰硕。同时也要清醒看到，我国科技发展存在大而不强、基础研究和原始创新薄弱、一些关键核心技术亟待突破等问题。在新发展阶段，必须更加注重基础研究，以科技创新突破发展瓶颈。高校是我国基础研究的重要基地，是原始创新的主阵地。广大高校科研工作者要加强创新型研究，加强基础研究人才培养，为强化科技创新的人才支撑发挥关键作用。人才是创新的第一资源，创新型人才是加强基础研究、推进原始创新的主力军。党的十九届五中全会提出：“支持发展高水平研究型大学，加强基础研究人才培养。”作为培养未来创新型人才的摇篮，高校要把基础理论的教学研究摆在更加重要位置，全面提高教育质量，着力培养学生创新意识和创新能力；高度重视科教融合、产教融合，把人才培养与科技创新融为一体，把培养具有国际水平的青年科技人才和创新团队作为历史责任和使命担当。习近平总书记指出：“基础研究一方面要遵循科学发现自身规律，以探索世界奥秘的好奇心来驱动”。好奇心是做好基础研究的出发点，也是能够持之以恒做好基础研究的动力源。拥有好奇心，才能让对世界的自由探索变为自觉行为，进而取得原创性突破。居里夫妇从数吨沥青铀矿渣中提炼出氯化镭，源自对未知放射性物质的好奇；袁隆平培育出高产的籼型杂交水稻，因为他有着“禾下乘凉梦想”；屠呦呦发现全新抗疟疾药物青蒿素，获益于她对植物分类学的极大兴趣……古往今来，好奇心驱动着基础研究不断迈上新台阶。加强基础研究人才培养，首先要呵护好科研人员的好奇心，尤其是对青年研究者的“大胆假设”要给予包容，让他们从科学研究中收获乐趣，更好推开科研之门。加强基础研究人才培养，需要大力弘扬科学家精神。科学家精神的主要内涵包括六个方面：胸怀祖国、服务人民的爱国精神，勇攀高峰、敢为人先的创新精神，追求真理、严谨治学的求实精神，淡泊名利、潜心研究的奉献精神，集智攻关、团结协作的协同精神，甘为人梯、奖掖后学的育人精神。科学家精神是我国科技工作者在长期科学实践中积累的宝贵精神财富，大力弘扬科学家精神是我们加强基础研究人才培养的题中应有之义。高校科研工作者不仅要自觉践行、大力弘扬科学家精神，勇立潮头、锐意进取；还要做好“传帮带”工作，通过言传身教、以身示范，帮助学生树立科技报国的远大理想。加强基础研究人才培养，需要增强创新主体的责任感和使命感。高校不仅要教育学生遵循学术规范、坚持学术道德底线，还要鼓励学生大胆创新，对标世界前沿、对接国家战略、对准社会需求，坚持需求导向和问题导向，敢为天下先。此外，还要尊重人才成长规律和科研活动自身规律，加大对基础前沿教学研究活动的支持，为培养造就一批具有国际水平的战略科技人才、科技领军人才和创新团队搭建平台、营造氛围、提供空间。（作者为复旦大学上海医学院院长、中国科学院院士）  (责编：孙竞、熊旭),教育,加强基础研究人才培养
讲台上，来自贫困地区的学生讲述着脱贫攻坚给自己家乡带来的改变；讲台下，老师和学生们认真倾听一个个鲜活的脱贫故事。在哈尔滨工程大学，“小先生”讲扶贫的思政课颇受师生欢迎。学生们积极参与，思政教育入脑又入心。日前，哈尔滨工程大学被授予“第二届全国文明校园”称号，讲学习、讲政治、讲正气，有传承、有特色、有典型的“三讲三有”特色校园文化正逐渐形成。“我非常高兴能够站在这里，和大家分享我的故事。”来自贫困地区的船舶工程学院大三学生侯祥雨走上讲台，讲述中几度哽咽。年年都有的形势与政策课程，如何做到入脑又入心？马克思主义学院两位“80后”教师金璐璐、刘禹辰了解到学生中有的参加过“三下乡”社会实践活动，有的家位于边远贫困地区，本身就是扶贫对象，于是他们大胆创新课堂形式，让学生走上讲台，用亲身经历讲述脱贫攻坚成果，让政策理论“沾泥土”“带露珠”。就这样，超过1000名的哈工程学生，主动走上讲台，在形势与政策课上分享自己亲身经历的“扶贫故事”，讲述自己家乡的变化。为加强思政工作主力军建设，哈工程还坚持职称评聘“三单”政策，思政课教师和辅导员职称评聘实行单独标准、单独指标、单独评审，辅导员中产生了3名正教授、17名副教授，近3年有3人入选全国和省高校辅导员年度人物。善之本在教，教之本在师。哈尔滨工程大学始终把师资队伍建设作为提高人才培养质量的根本保证。哈工程校园共走出杨士莪、杨德森、徐玉如等多位院士。近3年来，学校涌现出全国工人先锋号、全国教育系统先进集体、全国高校黄大年式教师团队、全国模范教师、全国优秀教师等一批典型。“一项技术在理论上再完美，不能实际应用就等于零。工程问题就是要解决实际问题。”这是水声工程专家杨德森院士的治学理念，也是哈工程师德师风的生动诠释。建校以来，“治学严谨、组织严密、要求严格”的教风和“严谨、求实、勤奋、创新”的学风被一代代地传承了下来。如今，哈工程进一步严把教师入口关，增加思政面试环节；建立两谈三审一承诺制度；实行师德师风考评一票否决制，坚持把师德师风作为第一标准贯穿教师评价全过程。“学校鼓励师生积极投身科技创新行动，聚焦核心技术，解决多项‘卡脖子’难题。”哈尔滨工程大学党委书记高岩介绍，全校师生传承创新理念，哈工程学生代表队连续两年捧起国际水下机器人大赛冠军奖杯。蛟龙号潜水员唐嘉陵带领学生遨游深海；南极中山站5名队员揭秘科考生活；第九次北极科考队成员韩笑与学生们探索冰川奥秘……这群行业精英、学术专家都是哈尔滨工程大学开设的通识教育选修课《海洋中国》的主讲人，课程因疫情原因改为线上开讲，效果却丝毫不减。只有145个选修名额的网课，每次开播都挤进200多名学生。“紧扣学校办学特色，以有情有爱、有温度的课程，树立同学们热爱、投身专业领域的信念。”该课程主要负责人严汝建说。为传承红色基因，哈尔滨工程大学着力打造哈军工文化园，其中哈军工纪念馆开办的“军工往事”专栏，大力弘扬哈军工前辈扎根东北、爱国奉献、艰苦创业、服务国防的忠诚报国情怀。“学校坚持建设特色文化校园，发挥实践育人功能，将思政教育与学生活动结合、寓教于乐，使学生在活动中提高参与感、增强自豪感。”机电学院辅导员房帅说。(责编：孙竞、熊旭),教育,强化创新理念 弘扬向上学风
太原3月19日电 (记者 李新锁)山西“能源双雄”——山西焦煤和晋能控股19日签约划转旗下煤矿资产，以期提高产业集中度、加速山西产业转型。当天，山西省国资运营公司召开“山西焦煤与晋能控股煤矿资产重组第二批资产划转签约会议”。其间，山西焦煤和晋能控股就相关焦煤和非焦煤资产展开划转，涉及25座煤矿，产能近3000万吨。在新一轮战略重组中，山西煤炭国企从“七煤并立”变为“双雄争艳”，山西焦煤和晋能控股应运而生。重组后，山西焦煤目标直指“主导国际炼焦煤资源配置，在全球煤焦市场具有话语权和影响力”；晋能控股凭借1.11万亿元人民币资产、约4亿吨煤炭产能，跻身中国第二大、全球第三大煤炭企业。“双雄争艳”背后，山西官方并未满足于“大块头”体量，而是借助煤炭重组发挥其支撑、加速转型的“智慧”。对于前述签约，山西省国资运营公司董事长郭保民表示，此举意在促进煤炭产业优势真优、优势更优，打造战略性新兴产业电价洼地和发展高地。作为能源大省，山西长期面临国企内部产业趋同、低水平同质发展、整体规模效应小、缺乏行业话语权的窘境。山西省国资运营公司相关人士介绍，此番签约，晋能控股把旗下焦煤资源划给山西焦煤，进一步提高行业集中度、增强话语权；山西焦煤把旗下非焦煤资源划给晋能控股，推动煤电联营，降低电价成本，借助电价优势集聚、发展战略新兴产业。上述人士介绍，重组完成后，山西焦煤逐步整合山西其他省属国企焦煤资源，进而整合省内外乃至海内外焦煤资源，形成规模效应，增强市场话语权。对于晋能控股，山西高层亦要求“在做大块头的同时，不断提高科技含量、增强综合实力、培育核心竞争力”。去年10月，山西针对参与电力市场化交易的14个战略性新兴产业企业进行备案管理，使其享受终端电价0.3元/千瓦时。此举一出，长久以来形成的山西煤炭优势真正转化为真金白银的电价优势。上述人士表示，在山西“能源双雄”格局下，晋能控股将承担煤炭产业在战略性新兴产业培育过程中的支柱作用，为转型发展赢得时间和空间。“借助此番煤矿划转，晋能控股将进一步推进煤电一体化，降低电价成本，为山西打造战略性新兴产业电价洼地和发展高地夯实基础。”上述人士说。(完),科技,山西“能源双雄”划转煤炭资源加速进化：“大块头有大智慧”
中新社武汉3月18日电 (梁婷 张熙)2020年湖北碳市场累计配额成交3.56亿吨，占全国50.8%；成交额83.51亿元(人民币，下同)，占全国54.4%。湖北碳排放权交易中心市场交易规模、引资规模、纳入企业参与度等市场指标居全国首位。湖北省政府新闻办18日举行新闻发布会，湖北省地方金融监管局副局长严宓介绍上述信息。碳排放交易是为促进全球温室气体减排，减少全球二氧化碳排放所采用的市场机制。政府通过招标、拍卖等方式将一定的二氧化碳配额，发放给有排污需求企业，配额富余企业可将富余配额出售给配额不足企业，形成一定减排收益。湖北于2011年获批成为全国七个碳排放权交易试点之一，3年后启动碳市场交易，也是国内首个外资主体参与的碳市场。数据显示，截至目前，湖北碳市场已纳入373家控排企业，总排放量2.75亿吨，约占全省45%；总产值1.1万亿元，约占全省30%。碳市场覆盖工业领域的温室气体排放，占第二产业产值的70%，涉及电力、钢铁、水泥和化工等16大行业。同时，以碳汇交易为代表的精准扶贫模式在湖北展开，利用省内贫困地区林业生态资源，湖北探索生态补偿机制。截至目前，推动全省农村户用沼气和林业碳汇项目开发达128个，预计年均减排量214万吨。全省已有217万吨贫困地区产生的碳减排量进入市场交易，为贫困地区带来收益超过5000万元。据悉，全国碳市场将于今年6月底前启动上线交易。落户湖北的全国碳交易注册登记系统(中碳登)当前正为2225家履约企业办理开户手续。严宓表示，下一步，湖北将推进全国碳排放权登记结算公司和湖北交易场所登记结算公司等新兴交易平台建设，支持各类所有制企业参与要素交易平台建设。(完),科技,2020年湖北碳市场交易额逾83亿元 占全国“半壁江山”
太原3月18日电 (高雨晴 原凯凯 范瑞芳)记者18日从晋能控股装备制造集团获悉，该集团与世界减速机行业一线品牌——德国弗兰德公司合作，建成进口减速机5S服务中心，填补山西此类型装备专业化维修的空白。减速机是一种机械传动装置，被广泛应用于煤矿、电力、钢铁、化工等行业。山西是国内能源大省，进口减速机常用于全省能源企业，但此类装备专业化维修在该省却一直是空白。目前，全球一线品牌的进口减速机厂商服务点多数设立在天津。从山西至天津，路途远、维修时间长等问题一直难以解决。在此背景下，晋能控股装备制造集团煤炭技术装备公司成立并投运进口减速机5S服务中心，开展国内外减速机的售后服务，成为山西唯一一家专业机构。“以前，从联系外国厂家工作人员到完成检修，至少要一周。如今，几个小时就搞定。省内有了进口装备的5S服务中心，可为我们解决了燃眉之急！”这个新突破，令长治市襄垣煤矿集团机电部门的管理人员啧啧赞叹。工作人员正在维修装备。晋能控股装备制造集团供图该服务中心技术总监韩功介绍，“中心不仅有专业设备，还具备高水平、快速维修的专业技能团队，预计年修理产能达200多台，产值达1000余万元。”对精度要求高，是进口减速机维修的“难点”。目前，上述中心拥有200T压力机、360度旋转工作台、热装齿轮加热炉等高端专业性设备，大大提升了减速机装配精度。同时，专门针对售前、售中、售后，推出应急处理、定期巡检、跟踪服务、备品备件统一调配等一条龙服务。下一步，该集团将按照“订单式、快递式、网络化”服务路径，逐步在山西、新疆等地区建立区域性综合服务中心，推动装备制造由生产制造向“制造+服务”转型。晋能控股集团资产总额1.1万亿元，煤炭产能近4亿吨，是国内第二、世界第三大煤炭企业。晋能控股装备制造集团是该集团二级子公司。(完),科技,从生产制造到“制造+服务” 中国第二大煤企建成进口减速机5S服务中心
重庆3月18日电 (韩璐 王雪宇)18日，重庆九龙坡区与广东国鸿氢能科技有限公司、鸿基创能科技(广州)有限公司等6家氢燃料电池企业签订协议，合作建设氢能科技产业园，打造中国西部(重庆)氢谷。根据项目协议，6家企业将在重庆九龙坡区投资40亿元(人民币，下同)，建设氢燃料电池8大关键核心零部件(质子交换膜、催化剂、膜电极、双极板、碳纸、电堆、空压机、氢气循环系统)以及燃料电池系统集成科技产业园。估计项目达产产值200亿元/年以上，税收贡献8.1亿元/年以上。项目建成后，将集聚优势头部企业形成生态链闭环，大力增强重庆市氢能产业发展核心配套能力。同时，广东国鸿氢能科技有限公司、九龙坡区及产业相关方将共同出资数十亿元组建全国性的总部运营公司，开展燃料电池车辆示范推广等合作。据了解，九龙坡区是重庆市确定的9个加快开展燃料电池示范应用的区之一。今年3月，九龙坡区启动重庆首个加氢站建设，并在重庆全市率先推进了氢燃料电池汽车的研发生产和应用，位于九龙坡区的庆铃汽车现已取得了国家氢燃料电池汽车生产资质。近年来，重庆提出要打造具有全国影响力的氢燃料电池汽车产业基地。2021年重庆市政府工作报告显示，2020年重庆汽车产业增加值增长10.1%。在产业转型升级上，重庆汽车产业正向高端化、智能化、绿色化升级。为了加快氢能产业发展，近年重庆先后研究出台了《重庆市支持新能源汽车推广应用政策措施》《重庆市氢燃料电池汽车产业发展指导意见》等政策措施，引进了博世、德燃动力、明天氢能等国内外氢能企业项目落户，逐步完善了集燃料电池产业核心零部件、系统集成制造、研发应用等在内的全产业链布局。据了解，下一步，重庆将与氢能上下游战略合作企业在制氢、储氢和燃料电池车商业化运营等发明进行合作，建设立足重庆，辐射四川、云南、贵州，服务中国的氢走廊枢纽和氢能产业链集群示范高地，打造独具特色的中国西部(重庆)氢谷。,科技,6家氢燃料电池企业集中落户 重庆将打造中国西部（重庆）氢谷
落月一步之遥，急不得2.1公里，这是“月船2号”失去联络前与月面的距离。相比地月之间38万公里的漫漫征程，这个距离实在是太近了，几乎就是“一步之遥”。也正因为如此，印度这次无人探测器的登月行动失败得尤为可惜。只差一步，印度就会成为首个在月球南极附近实现软着陆的国家，同时也会成为继美国、俄罗斯和中国之后第四个软着陆月面的国家。“月船2号”号采用“三件套”架构，包括一个环月轨道器、一个着陆器和一部月球车。按照设计，轨道器将充当着陆器与地球印度控制中心之间的通信中继。与之相比，中国成功软着陆月背的“嫦娥4号”采用更加利落的“两件套”架构，只包括着陆器和巡视器。作为着陆器与地球通信中继的“鹊桥”中继星，则通过早前的另一枚“长征”火箭发射升空;而后“嫦娥4号”才搭乘“长征”3号火箭奔向月球。印度“月船2号”的任务架构被设计成一次发射实现整体目标。升空后“月船2号”通过不断调整轨道，最终进入月球轨道。落月前，着陆器需要先与轨道器分离，开始下降，而轨道器则作为着陆器与地面测控中心实现通信的中继，这样的分离—下降无疑增加了任务的复杂性，需要进行大量的理论计算和前期试验。如果结合着陆器和月球车蕴含俄罗斯技术的大背景，这更增加了研制和实施的挑战性。“月船2号”着陆月球失败后，有消息称“月船2号”在下降最终阶段的轨迹出现了偏差，水平偏离预定着陆点1公里左右，这可能从侧面反映出这种任务架构带来的控制问题。作为一个发展中大国，印度的航天技术可以说是发展得“有声有色”。近十几年来，印度航天取得了不少成绩，其火箭技术和测控技术都有了非常大的进步。2014年印度火星探测器成功进入火星轨道，印度成为全球第四个成功进行火星探测的国家或组织。但是，与印度心目中的太空任务目标相比，其航天产业在火箭动力、自动控制、通信、材料技术等方面都还需要多方提升，才能满足任务需求。总体来看，印度的探月计划进行得多少有些急躁。如果按照“先绕再落”的技术进程，2008年印度用于绕月探测的“月船1号”任务完成得并不完满，探测器在尚未到使用寿命时突然与地面失联，这折射出某些技术可靠性不足。此后印度并未以完善绕月探测技术为目的继续实施类似计划，“月船2号”直接将挑战升级到“绕月+落月”，这显然增加了科研团队的工作负担以及任务风险。“月船2号”的任务并未完全失败，轨道器仍能继续进行一部分探测任务，直到耗尽1年的工作寿命。印度原计划在2024年发射“月船3号”，再次尝试月面软着陆。随着“月船2号”任务情况的逐步明朗，也许印度会做出相应调整。步子如能放稳些，印度航天成果可能会更多、更大。(作者是中国航空学会《航空知识》主编),军事,落月一步之遥急不得 印度探月计划有些急躁
